stock no.,link,gross_profit_changes
00101,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00101,"36.21%, -11.31%, -13.75%, -4.91%"
00105,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00105,"-1.17%, -5.36%, -4.32%, -5.11%"
00106,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00106,"0.01%, 100.8%, 47.57%, 7.58%"
00131,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00131,"4810.62%, -96.43%, 227.68%, 153.48%"
00141,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00141,"8.15%, 8.66%, 10.05%, 0.04%"
00149,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00149,"30.08%, 10.4%, 14.51%, 37.88%"
00158,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00158,"4.48%, 0.06%, -2.5%, 0.77%"
00163,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00163,"-8.19%, -19.05%, 10.16%, -40.6%"
00191,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00191,"11.49%, -2.79%, 1.18%, 125.62%"
00207,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00207,"29.65%, 39.56%, -14.25%, 27.71%"
00212,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00212,"16.63%, 47.73%, -43.93%, 100.15%"
00214,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00214,"31.28%, 3.18%, 33.11%, 12.12%"
00216,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00216,"19.54%, 37.71%, -17.44%, -48.81%"
00224,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00224,"14.05%, -10.33%, 9.96%, 1.66%"
00225,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00225,"15.34%, -2.16%, -15.11%, 8.23%"
00237,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00237,"-20.52%, 0.91%, 15.19%, -3.28%"
00247,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00247,"66.83%, -38.53%, -7.56%, -23.18%"
00251,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00251,"-43.04%, 40.91%, 32.99%, 5.29%"
00266,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00266,"-1.49%, -4.96%, -4.42%, -5.15%"
00108,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00108,"846.0%, 13.43%, 50.23%, 12.45%"
00352,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00352,"17.76%, -87.98%, 1598.52%, -103.67%"
00459,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00459,"11.16%, 23.47%, -3.04%, -29.69%"
00733,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00733,"43.55%, 17.92%, 4.44%, 24.52%"
01200,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01200,"30.15%, 4.23%, -5.49%, -2.59%"
01417,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01417,"6.78%, 10.27%, 0.77%, 10.07%"
01502,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01502,"11.0%, 18.43%"
01538,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01538,"11.89%, 89.38%, -4.96%, 43.01%"
01730,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01730,"17.27%, -6.35%, 12.19%, -5.11%"
01755,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01755,"61.22%, 49.59%, 42.43%, 73.87%"
01778,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01778,"28.9%, 24.73%, 75.52%, 5.69%"
01895,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01895,"64.23%, 32.03%, 51.07%"
01922,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01922,"3.54%, 32.94%, 64.71%"
01941,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01941,"78.25%, 20.49%, 15.6%"
01971,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01971,"20.2%, 82.66%"
01995,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01995,"94.65%, 74.8%, 68.94%, 79.72%"
02048,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02048,"47.11%, 15.95%, 31.08%, 54.63%"
02080,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02080,"-20.19%, 164.46%, 21.67%, 9.78%"
02107,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02107,"33.75%, 31.86%"
02168,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02168,"-1.94%, 26.08%, 35.61%, 36.59%"
02310,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02310,"173.79%, 2.08%, 11.1%, 3.33%"
02606,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02606,"57.59%, 44.93%, 56.18%"
02669,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02669,"46.21%, 4.59%, 5.97%, 28.24%"
02869,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02869,"34.86%, 32.17%, 26.55%, 29.18%"
03316,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03316,"60.89%, 114.2%, 49.81%, 46.01%"
03319,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03319,"109.42%, 89.5%, 118.42%, 45.96%"
03662,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03662,"65.54%, 79.79%, 40.61%, 61.46%"
03686,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03686,"28.86%, 17.11%, 9.64%, 6.02%"
03992,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03992,"18.48%, 11.73%, 4.78%, 9.42%"
06049,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06049,"35.55%, 46.57%, 42.22%"
00062,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00062,"0.63%, 2.52%, 1.46%, 3.6%"
00066,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00066,"8.36%, 22.68%, -2.72%, 1.06%"
00077,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00077,"2.15%, -24.29%, 22.38%, -29.89%"
00306,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00306,"-0.6%, -10.83%, 10.07%, -42.69%"
00699,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00699,"-0.23%, -6.77%, 7.14%, -11.84%"
00018,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00018,"-14.23%, -2.15%, -7.97%, -8.29%"
00072,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00072,"-12.98%, -30.72%, 5.69%, 7.08%"
00282,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00282,"-38.15%, -34.86%, -35.0%, -44.63%"
00343,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00343,"27.97%, -222.96%, -163.13%, 106.82%"
00423,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00423,"-4.3%, 14.3%, 7.12%, -11.68%"
00426,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00426,"-43.64%, -4.72%, 9.88%, -60.4%"
00685,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00685,"-15.51%, -11.96%, -8.28%, -19.38%"
00811,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00811,"-77.73%, 461.11%, 15.52%, 10.13%"
00888,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00888,"-2.55%, -12.05%, 13.51%, 39.49%"
01105,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01105,"-13.85%, -2.59%, -7.99%, -12.9%"
02230,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02230,"57.9%, 24.74%, 45.38%, -36.21%"
08006,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08006,"13.64%, -7.85%, -0.1%, 12.28%"
08429,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08429,"6.73%, 3.26%, -1.96%, -10.27%"
00405,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00405,"7.48%, 0.89%, 9.6%, 1.29%"
00435,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00435,"2.46%, 3.63%, 5.65%, 0.32%"
00625,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00625,
00778,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00778,"6.48%, 6.53%, 1.04%, 0.61%"
00808,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00808,"3.24%, -1.48%, -21.39%, 4.29%"
00823,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00823,"7.39%, 9.57%, 0.34%, 39.39%"
01275,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01275,"3.07%, -7.37%, -5.95%, 15.16%"
01426,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01426,"-29.41%, 0.43%, 11.03%, 541.9%"
01503,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01503,"-1.07%, 7.52%, -95.52%"
01881,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01881,"-2.85%, -1.77%, 6.85%, -3.49%"
02778,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02778,"13.62%, 6.9%, 11.03%, 3.13%"
87001,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=87001,"0.0%, 4.83%, 0.26%, -2.56%"
00047,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00047,"-34.71%, 5.26%, 6.44%, -11.95%"
00052,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00052,"3.22%, 1.6%, -5.34%, -27.81%"
00341,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00341,"1.16%, -1.39%, 17.77%, -40.47%"
00520,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00520,"20.28%, 29.18%, 104.32%, 27.33%"
00538,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00538,"-4.97%, -24.19%, 1.95%, 7.88%"
00573,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00573,"4.77%, -25.16%, 18.37%, 7.42%"
00657,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00657,"-4.86%, -1.45%, -34.48%, -20.48%"
00703,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00703,"1.56%, 15.02%, 17.59%, 0.48%"
01007,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01007,-33.0%
01181,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01181,"14.72%, 8.63%, 9.87%, 0.4%"
01314,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01314,"-1.36%, -0.45%, -2.6%, -22.44%"
01443,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01443,"6.83%, -0.08%, -11.22%, -28.64%"
01483,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01483,"-27.91%, 27.54%, 11.52%, 12.41%"
01488,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01488,"-10.4%, 100.32%, -22.19%, 118.44%"
01632,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01632,"-6.49%, 1.99%, -11.53%, 488.5%"
01703,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01703,"6.74%, 20.74%, 10.36%, -22.59%"
01843,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01843,"26.6%, 15.17%, 21.78%"
01869,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01869,"8.5%, 10.48%, 17.21%, -2.17%"
01978,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01978,"-3.63%, 11.5%, 21.19%, 0.23%"
02108,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02108,"-6.7%, 20.16%, 2.32%, -6.65%"
03666,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03666,"2.03%, -17.28%, -9.91%, -19.8%"
06811,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06811,"11.61%, 12.84%, 3.6%"
06862,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06862,"35.87%, 36.32%, 59.15%, 57.08%"
08056,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08056,"6.18%, 11.98%, 7.73%, -23.75%"
08096,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08096,"18.54%, 9.75%, -27.0%"
08179,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08179,"10.73%, 11.34%, 18.12%, 177.22%"
08213,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08213,"-25.16%, -9.37%, -18.73%, -29.34%"
08232,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08232,"-4.47%, -21.81%, -8.08%, -10.01%"
08272,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08272,"1.54%, -8.18%, -72.63%, -5.28%"
08300,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08300,"-25.24%, 15.59%, -10.81%, -27.39%"
00223,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00223,"-98.55%, 4555.5%, -37.84%, -129.8%"
02322,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02322,"140.42%, -33.27%, 23.87%, 110.51%"
00107,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00107,"5.26%, 0.47%, -1.9%, 11.23%"
00152,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00152,"9.27%, 20.25%, 21.55%, 46.42%"
00177,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00177,"28.49%, 5.16%, 30.44%, 1.98%"
00269,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00269,"-37.66%, -20.36%, -181.84%, -298.63%"
00525,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00525,"9.89%, 6.08%, 8.16%, 6.81%"
00548,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00548,"14.78%, 25.03%, 17.97%, -8.91%"
00576,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00576,"-5.63%, -3.29%, 8.35%, -2.06%"
00737,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00737,"-31.29%, -45.73%, -71.55%, -67.44%"
00995,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00995,"1.44%, 19.13%, 0.54%, -0.57%"
01052,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01052,"16.08%, 13.67%, 5.15%, -0.04%"
01576,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01576,"46.5%, 7.1%, -17.24%, 21.35%"
01785,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01785,"-4.99%, 8.68%, 19.16%, 18.13%"
01823,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01823,"-15.7%, 16.85%, 22.96%, 69.98%"
02169,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02169,"9.18%, -2.58%"
06888,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06888,"-3.54%, -36.67%, -10.08%, 1.26%"
80737,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=80737,"-31.29%, -45.73%, -71.55%, -67.44%"
00232,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00232,"-84.2%, 850.17%, 38.96%"
01045,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01045,"1.21%, 0.41%, -0.58%, -27.17%"
02357,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02357,"5.23%, 5.77%, 4.7%, 15.67%"
00064,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00064,"3.0%, -0.76%, -4.69%, -6.28%"
00111,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00111,"3.47%, 30.68%, 1.75%, 10.39%"
00188,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00188,"8.45%, 53.64%, -6.04%, -34.03%"
00218,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00218,"-40.12%, 33.28%, -6.28%, 29.47%"
00227,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00227,"-20.72%, 19.19%, -7.88%, 3.72%"
00231,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00231,"46.98%, -39.81%, 177.5%, -45.49%"
00245,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00245,"12446.7%, 96.4%, -25.85%, -43.88%"
00263,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00263,"-241.3%, 10.22%, -65.5%, -156.55%"
00279,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00279,"565.9%, -129.56%, 608.44%, -118.91%"
00376,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00376,"-58.19%, 38.37%, 783.16%, 735.45%"
00510,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00510,"-56.19%, -19.85%, -9.02%, -9.37%"
00585,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00585,"-35.03%, -68.36%, 1401.54%, -245.63%"
00619,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00619,"-19.03%, 109.73%, -43.18%, 42.12%"
00665,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00665,"-7.87%, 34.29%, -11.64%, 29.06%"
00717,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00717,"17.54%, 25.92%, 6.23%, -17.71%"
00804,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00804,"21.65%, -15.36%, -51.27%, 37.82%"
00812,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00812,"4.32%, 31.1%, -57.14%, 101.3%"
00821,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00821,"-30.8%, 3.76%, -7.7%, -2.26%"
00952,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00952,"-37.43%, 5.68%, 90.91%, 15.93%"
01031,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01031,"-7.97%, 7.72%, -2.18%, -12.7%"
01073,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01073,"23.9%, -19.22%, -21.08%"
01141,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01141,"77.09%, 97.34%, 378.99%, 23.7%"
01375,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01375,"-41.66%, 1.99%, -10.48%, 21.62%"
01428,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01428,"-11.85%, 67.32%, -10.13%, 6.31%"
01456,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01456,"-39.07%, -23.24%, -13.47%, 9.74%"
01461,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01461,"7.84%, 16.78%, -9.17%, -16.97%"
01469,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01469,"-20.09%, 12.91%, -12.62%, -7.87%"
01476,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01476,"-37.61%, 19.58%, -46.15%, 68.73%"
01776,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01776,"-35.17%, 3.18%, -20.26%, 31.82%"
01788,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01788,"10.68%, 24.31%, -3.35%, 40.28%"
00085,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00085,"-16.03%, -1.15%, 6.09%, 1.09%"
00243,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00243,"-1.87%, 16.29%, -10.31%, -5.74%"
00522,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00522,"13.62%, 31.62%, 5.47%, -25.72%"
00595,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00595,"70.09%, -11.43%, -35.83%, 19.91%"
00724,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00724,"-35.7%, 96.28%, -94.69%, 761.55%"
00981,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00981,"24.47%, -12.82%, 0.8%, -13.96%"
01010,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01010,"23.21%, 33.39%, -12.5%, 75.99%"
01347,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01347,"9.39%, 21.25%, 16.46%, -9.22%"
01385,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01385,"14.72%, 9.63%, -7.06%, -19.65%"
01912,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01912,"-19.99%, 103.25%, 43.09%, 22.0%"
02166,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02166,"42.25%, -6.41%, 691.07%, 15.75%"
02203,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02203,"13.14%, 9.12%, 2.36%, -41.4%"
02336,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02336,"91.37%, 254.9%, -39.09%, -36.61%"
02878,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02878,"1.34%, 24.59%, -3.92%, -24.28%"
08231,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08231,"26.45%, -6.25%, -30.48%, -38.93%"
08257,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08257,"9.3%, 0.93%, 7.98%, 90.84%"
08490,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08490,"45.23%, 14.69%, 8.31%, 2.14%"
00359,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00359,"24.04%, 21.16%, -13.55%, -70.46%"
00364,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00364,"86.23%, 1.15%, -35.02%, -15.23%"
00506,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00506,"-35.69%, 34.03%, 1.66%, 13.22%"
00756,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00756,"-11.62%, 8.19%, -108.57%, -139.22%"
00904,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00904,"-240.53%, -183.41%, -85.78%, 342.02%"
01115,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01115,"3.49%, 6.11%, -12.93%, -15.79%"
01446,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01446,"0.46%, 3.11%, 4.77%, 2.59%"
01886,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01886,"25.39%, 14.0%, 36.09%, 7.6%"
02119,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02119,"11.24%, 5.66%, 8.48%, -1.38%"
02218,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02218,"28.86%, 15.46%, 3.29%, -9.18%"
02898,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02898,"-32.74%, -34.26%, -4.01%, -26.16%"
06868,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06868,"-2.4%, 5.06%, 3.19%, 7.29%"
08241,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08241,"4.53%, 1.49%, -2.95%, -18.91%"
09633,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=09633,"11.33%, 21.88%"
00046,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00046,"23.15%, -1.8%, 11.46%, -2.93%"
00268,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00268,"23.45%, 23.92%, 22.27%, 16.53%"
00418,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00418,"6.5%, 3.52%, 17.63%, 1.07%"
00596,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00596,"17.09%, 103.73%, 34.67%, 10.2%"
00885,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00885,"31.26%, 60.48%, -71.75%, -329.67%"
01297,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01297,"18.87%, 15.82%, 19.55%, 4.43%"
01588,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01588,"13.61%, 18.89%, -6.54%, 5.34%"
01675,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01675,"-5.69%, -0.13%, 12.7%, 12.98%"
01808,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01808,"-95.67%, 621.39%, -32.82%, -3.35%"
01900,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01900,"-28.99%, -7.08%, -36.52%, 25.5%"
03315,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03315,"-5.84%, -0.43%, -6.48%, 2.15%"
03888,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03888,"-41.67%, 18.55%, -9.15%, 27.04%"
08048,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08048,"-40.78%, 6.96%, -14.37%, 1.55%"
08076,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08076,"14.48%, 24.64%, 42.35%, 1.91%"
08100,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08100,"-20.11%, -12.21%, -32.31%, -6.86%"
08106,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08106,"6.72%, -10.92%, 179.6%, -0.76%"
08131,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08131,"25.68%, -18.27%, 11.02%, -25.21%"
08148,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08148,"123.57%, 106.77%, -18.95%, -20.89%"
08165,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08165,"44.99%, 831.97%, -76.56%, -96.45%"
08290,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08290,"-3.81%, 3.88%, 9.35%, -6.23%"
08353,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08353,"-9.23%, -3.14%, -54.08%, 180.43%"
00024,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00024,"-15.68%, -84.01%, 211.49%, 11.26%"
